business_id,name,cuisine,address,latitude,longitude,number_of_reviews,rating,inserted_at_time_stamp
mJeKLz8GC4x6HGWNun1CNA,Bar Bête,French,"'263 Smith St Brooklyn, NY 11231'",40.6830415993956,-73.9928337145761,75,4.5,2023-02-26 00:33:16.772918
p6-X_mg5ETcUuV-X4RkPCg,Citroën,French,"'931 Manhattan Ave Brooklyn, NY 11222'",40.7312,-73.95459,97,4.5,2023-02-26 00:33:16.772929
z8TIY5xLeQptbXxZp3LpsA,Felice 56,French,"'15 W 56th St New York, NY 10019'",40.762862,-73.975396,88,4.5,2023-02-26 00:33:16.772939
DZaN3bNWfwcm__sNw5bvDg,Daniel,French,"'60 E 65th St New York, NY 10065'",40.7667736797858,-73.967607,1843,4.5,2023-02-26 00:33:16.772949
49ST--X1jcIPzUIM1O3K6w,Mominette,French,"'221 Knickerbocker Ave Brooklyn, NY 11237'",40.703252,-73.925889,767,4.0,2023-02-26 00:33:16.772959
o-N9S05IjZdEdzdO6DB3Bw,Selo,French,"'33-05 Broadway Astoria, NY 11106'",40.7613,-73.92335,75,5.0,2023-02-26 00:33:16.772969
7uGPAk8ELYABSzZhXhj7tA,Le Gigot,French,"'18 Cornelia St New York, NY 10014'",40.7314099,-74.00197,231,4.0,2023-02-26 00:33:16.772979
VFUHY1Y6pg0UaNmE3CS7cA,Verōnika,French,"'281 Park Ave S 22nd St Entrance Second Floor New York, NY 10010'",40.7392209,-73.98672189999999,54,4.0,2023-02-26 00:33:16.772989
xEDD2ScBU3jHhWxlMC7dkQ,Nougatine at Jean-Georges,French,"'1 Central Park W New York, NY 10023'",40.76891,-73.98176,1234,4.0,2023-02-26 00:33:16.773002
N66LlG3W6Tw5LhUtAE7h1w,Cafe Un Deux Trois,French,"'123 W 44th St New York, NY 10036'",40.75667,-73.98414,675,3.5,2023-02-26 00:33:16.773012
P2CTp4xyaNCe2AXSiLeOSQ,The Odeon,French,"'145 W Broadway New York, NY 10013'",40.71692,-74.00792,745,4.0,2023-02-26 00:33:16.773022
EF4M55USa1ZNy1rP5Kuk2w,Chez Moi,French,"'135 Atlantic Ave Brooklyn, NY 11201'",40.6907305802403,-73.99551244328,461,4.0,2023-02-26 00:33:16.773032
qLL_x4uzDHCgXd9lwaGxjw,Frevo,French,"'48 W 8th St New York, NY 10011'",40.73313,-73.99867,69,4.5,2023-02-26 00:33:16.773042
RP02PZPNdhfoL-TjOMiKVg,Table d'Hôte,French,"'44 E 92nd St New York, NY 10128'",40.78447,-73.95581,166,4.0,2023-02-26 00:33:16.773051
50fWXrNECQQYght4ZWeBXQ,Taureau,French,"'558 Broome St New York, NY 10013'",40.724525,-74.005652,600,4.5,2023-02-26 00:33:16.773061
9pI_G9xGiTY4YCcfe9eoPA,French Louie,French,"'320 Atlantic Ave Brooklyn, NY 11201'",40.6879459,-73.988257,459,4.0,2023-02-26 00:33:16.773071
ar2xOWS0wl5yB60GH1uI5w,Chez Olivia,French,"'29-11 23rd Ave Astoria, NY 11105'",40.774977,-73.913251,55,4.5,2023-02-26 00:33:16.773080
dAHoDxBmzWqfobnTbCHaQA,Frenchette,French,"'241 W Broadway New York, NY 10013'",40.71964,-74.00578,333,3.5,2023-02-26 00:33:16.773090
9w3zIx0-n7qPLQynU8saHA,AOC East,French,"'1590 First Ave New York, NY 10028'",40.77469,-73.95075,197,4.0,2023-02-26 00:33:16.773099
MOwB9YYd-Ko6nVgSB-ltQw,Briciola,French,"'370 W 51st St New York, NY 10019'",40.7637997047278,-73.9880919456482,982,4.0,2023-02-26 00:33:16.773109
bEXTA_Gwo2oVg4gnFd9fNA,Ai Fiori,French,"'400 5th Ave Ste 2 New York, NY 10018'",40.7500752,-73.9837835,1451,4.0,2023-02-26 00:33:16.773119
e55zGi8q6Z0uOZ_RJQhHFA,Vin Sur Vingt,French,"'170 2nd Ave New York, NY 10003'",40.73018,-73.98626,23,4.5,2023-02-26 00:33:16.773129
wDLHOgux_G8Y82Y6D9rSog,Maison Sun,French,"'177 Prince St New York, NY 11201'",40.72651460000001,-73.9854417,48,4.5,2023-02-26 00:33:16.773139
hcGcjMrRcVSLzmBIsMIcwQ,Chez Les Frenchies,French,"'501 E 75th St New York, NY 10021'",40.7687,-73.95182,39,4.5,2023-02-26 00:33:16.773149
JLpEKUYAtzBRQwsUL3RPIA,Il Corso,French,"'54 W 55th St New York, NY 10019'",40.762441,-73.977206,422,4.5,2023-02-26 00:33:16.773159
t-Pm38_XhMnGfOYgkhaNRA,Le Fanfare,French,"'1103 Manhattan Ave Brooklyn, NY 11222'",40.736202,-73.955558,227,4.0,2023-02-26 00:33:16.773169
PnGSE8JGbMZKtdHi9go7Kg,The Milling Room,French,"'446 Columbus Ave New York, NY 10024'",40.7835485472543,-73.9744088718635,546,4.0,2023-02-26 00:33:16.773179
PflHKSowWSsR-a76Ne7nzg,La Marchande,French,"'88 Wall St New York, NY 10005'",40.7054495,-74.0075335,21,4.5,2023-02-26 00:33:17.681435
PYcL2z9gHj6-ZTlViT9Nqw,Minetta Tavern,French,"'113 Macdougal St New York, NY 10012'",40.7300047976758,-74.0006073834151,2404,4.0,2023-02-26 00:33:17.681471
ZOfk6Ao0db5icjc0WEq7zg,Bacchus Bistro & Wine Bar,French,"'409-411 Atlantic Ave Brooklyn, NY 11217'",40.68692,-73.98437,543,4.0,2023-02-26 00:33:17.681487
pV-f6jq8mqNWymbPyPNmzg,BOBO,French,"'181 W 10th St New York, NY 10014'",40.734491115375064,-74.00249263261921,634,4.0,2023-02-26 00:33:17.681503
uuDvk4EsRUkeTj4jVKJOpw,Rue 57,French,"'60 W 57th St New York, NY 10019'",40.7640285260993,-73.9770378404755,1274,3.5,2023-02-26 00:33:17.681517
VuR3lhMA80aH42jrBM_C8A,Duane Park,French,"'308 Bowery New York, NY 10012'",40.7249172,-73.9925423,565,4.5,2023-02-26 00:33:17.681531
l2b6HJGarUxoeLnM9syTmg,Compagnie des Vins Surnaturels,French,"'249 Ctr St New York, NY 10013'",40.7205157,-73.9981652,148,4.5,2023-02-26 00:33:17.681544
Knbn0h4MA1KX5Fv3eZfK4w,Nice Matin,French,"'201 W 79th St New York, NY 10024'",40.78343707106175,-73.9784952,838,3.5,2023-02-26 00:33:17.681558
