business_id,name,cuisine,address,latitude,longitude,number_of_reviews,rating,inserted_at_time_stamp
uCXsqMEfD12Rlmp1H09_Nw,Omakase Sushi Dairo,Japanese,"'208 3rd Ave New York, NY 10003'",40.73601,-73.98542,82,4.5,2023-02-26 00:32:52.038684
lS3_25BdygJCF_aMOOV7nw,Furikake,Japanese,"'10 East 14th Street New York Ny New York, NY 10003'",40.7356,-73.99305,2,5.0,2023-02-26 00:32:52.038693
kjItczuC-FQa-nECT9VF8A,Udon Lab,Japanese,"'43 W 32nd St New York, NY 10001'",40.7482036287177,-73.9874565,351,4.0,2023-02-26 00:32:52.038702
mlm40NxsVJUPnh3LTayaaw,Kimika,Japanese,"'40 Kenmare St New York, NY 10012'",40.720572,-73.995206,331,4.0,2023-02-26 00:32:52.038711
wcnfhQ7Q_us38Q1uEARagw,Sushi Jin,Japanese,"'316 E 84th St New York, NY 10028'",40.776032,-73.951988,61,5.0,2023-02-26 00:32:52.038719
C5tqSSgVPfgtsJn3QnvDiQ,Hibino,Japanese,"'10-70 Jackson Ave Long Island City, NY 11101'",40.742626,-73.95198,270,4.0,2023-02-26 00:32:52.038727
r6r-XK_wL02FQdAgaauTxg,Kame,Japanese,"'330 8th Ave New York, NY 10001'",40.7474881059799,-73.996648862958,711,4.5,2023-02-26 00:32:52.038736
KcOeFHAojaRDV-DxQJkfPA,Omakase By Korami,Japanese,"'400A W 50th St New York, NY 10019'",40.763503307884655,-73.989323,317,5.0,2023-02-26 00:32:52.038746
ur679FKjXosJ1VnddICDiw,Don Wagyu,Japanese,"'600 11th Ave Gotham West Market New York, NY 10036'",40.76234,-73.996759,64,4.0,2023-02-26 00:32:52.038754
MwtXOkRUndPU-ivbtLD-bQ,Amura Japanese,Japanese,"'1567 2nd Ave New York, NY 10028'",40.775001,-73.9542,385,4.0,2023-02-26 00:32:52.038763
Bm_OeNNmJ6Q8FXUDzGzfHw,K Minamoto,Japanese,"'509 Madison Ave New York, NY 10022'",40.759536,-73.9742545,167,4.5,2023-02-26 00:32:52.622260
8fr5FYU1ip0phERt1mrekg,Bohemian Restaurant,Japanese,"'57 Great Jones St New York, NY 10012'",40.72639,-73.99236,817,4.5,2023-02-26 00:32:52.622293
NGDLKVh3x5Hch24XWb6M9w,Sushi Nonaka,Japanese,"'410 Amsterdam Ave New York, NY 10024'",40.783672,-73.978343,144,4.5,2023-02-26 00:32:52.622306
j-r95E-S2GUyoR2b6MTqpA,Ozakaya,Japanese,"'635 Vanderbilt Ave Brooklyn, NY 11238'",40.67807,-73.96851,79,4.5,2023-02-26 00:32:52.622318
ONQRhDuWv0e9R5xOiI7YAA,Gyu-Kaku Japanese BBQ,Japanese,"'321 W 44th St Unit 103 New York, NY 10036'",40.75908,-73.98989,1348,4.0,2023-02-26 00:32:52.622329
DuKEM58WxRQ2QqtuGRs5Hw,Sushi Yugen,Japanese,"'1144 1st Ave New York, NY 10065'",40.76196,-73.96005,34,4.5,2023-02-26 00:32:52.622340
0LRQqNFqK78TcLnPONrGHg,Yoshino,Japanese,"'342 Bowery New York, NY 10012'",40.726243,-73.992195,25,4.5,2023-02-26 00:32:52.622351
EvAJBgBdgOt1jx1EufRN7w,Jin Ramen Upper West Side,Japanese,"'462 Amsterdam Ave New York, NY 10024'",40.7854,-73.97709,1064,4.0,2023-02-26 00:32:52.622362
PjjpgjY_sdawJU1JHbyNTQ,Temakase,Japanese,"'157 Second Ave New York, NY 10003'",40.729711,-73.987127,617,4.5,2023-02-26 00:32:52.622375
uUB8pP47svQpFfEN8lc2OA,Kamasu By Kissaki,Japanese,"'20 Hudson Yards Fl 2 Hudson Yards Shopping Complex New York, NY 10001'",40.75340831019395,-74.00105500000001,62,4.0,2023-02-26 00:32:52.622388
pNe8ZCkGTe4cXfKdOF7kYQ,Ise Restaurant,Japanese,"'63 Cooper Sq New York, NY 10003'",40.7291024,-73.9900618,610,4.5,2023-02-26 00:32:52.622401
3paq_lNru7Dkdjg5q97UAw,J’s Kitchen New York,Japanese,"'261 First Ave New York, NY 10003'",40.73230536889889,-73.98224600204243,25,5.0,2023-02-26 00:32:52.622413
enDIsmxSG2bQccQWgGNcbg,Takumen,Japanese,"'5-50 50th Ave Long Island City, NY 11101'",40.74259,-73.9546699,293,4.0,2023-02-26 00:32:52.622426
6qK0MyhsXYLgMSPWZdleGA,Dai Hachi Sushi,Japanese,"'1074 2nd Ave New York, NY 10022'",40.75886,-73.96539,231,4.0,2023-02-26 00:32:52.622511
xuAtvWwGXfWGnxYK5hYvZg,Kettl,Japanese,"'70 Greenpoint Ave Brooklyn, NY 11222'",40.7296233,-73.95814229999999,35,4.5,2023-02-26 00:32:52.622528
TXEl8kyZ4de8CoW7nT_i3A,Roy's Fish Market,Japanese,"'1138 1st Ave New York, NY 10065'",40.7617347309091,-73.9604171678531,243,4.5,2023-02-26 00:32:52.622540
MTtqSunPEZwdCJFMHsiHzg,Ai Ki Ya,Japanese,"'41 W 33rd St New York, NY 10001'",40.74873,-73.98705,123,4.0,2023-02-26 00:32:52.622552
dtk1Cstz5MHr-B1AOM_nXA,Gyu-Kaku Japanese BBQ,Japanese,"'805 3rd Ave 2nd Flr New York, NY 10022'",40.75537,-73.97054,1283,4.0,2023-02-26 00:32:52.622562
_FAh31lob7Dnn4iGiLIwng,MUI,Japanese,"'10 W 32nd St Fl 5 New York, NY 10001'",40.74732,-73.98646,348,4.0,2023-02-26 00:32:52.622575
diiUjS6uHvbQRoiWOGKXsA,Nami Nori,Japanese,"'236 N 12th St Brooklyn, NY 11211'",40.71913964537471,-73.95284072719873,112,4.5,2023-02-26 00:32:52.622586
Qli775QfVY4oFPNu7Cy5Tw,Yakitori Sun-Chan,Japanese,"'2707 Broadway New York, NY 10025'",40.7995,-73.9686399,255,3.5,2023-02-26 00:32:52.622597
T8lCM6e5A4nA-epOogQzUA,Sapps,Japanese,"'2888 Broadway New York, NY 10025'",40.805631,-73.96527,16,4.5,2023-02-26 00:32:52.622608
y_ylOQzCP-9D_4DcUIJ3jA,Shabu Tatsu East Village,Japanese,"'216 E 10th St New York, NY 10003'",40.729147,-73.985906,671,4.0,2023-02-26 00:32:52.622618
9xRIcn0jTyvWNH9aBO3oAA,Kenka,Japanese,"'25 St Marks Pl New York, NY 10003'",40.72913,-73.988465,1647,3.5,2023-02-26 00:32:52.622629
qVlDLz8Ri-ThAFJgYHuQ9A,Omusubi Gonbei,Japanese,"'370 Lexington Ave New York, NY 10017'",40.750701,-73.976961,105,4.5,2023-02-26 00:32:52.622639
5QgBCrAbXbM1ORiqZDrBPQ,Cha-An,Japanese,"'230 E 9th St Fl 2 New York, NY 10003'",40.72947,-73.98813,1930,4.0,2023-02-26 00:32:52.622650
RjeW_l8OF99rn5df5-Rj4g,Totto Ramen - Midtown East,Japanese,"'248 E 52nd St New York, NY 10022'",40.756155,-73.968141,1272,4.0,2023-02-26 00:32:52.622660
uXsYr76zioJq7jjOKRwQog,Shinbashi 72,Japanese,"'218 W 72nd St New York, NY 10023'",40.778775,-73.982884,83,4.5,2023-02-26 00:32:52.622671
UI6YjZ34NnLdymKx2qf53g,Sushi Ishikawa,Japanese,"'207 W 80th St New York, NY 10024'",40.784237,-73.978311,41,5.0,2023-02-26 00:32:52.622681
W_ebg9LGWmhuzffKnguwoQ,Sake Kawa,Japanese,"'32-05 36th Ave Astoria, NY 11106'",40.7563,-73.92855,210,4.5,2023-02-26 00:32:52.622691
MWx4HB9p7pCzse9CInLuDw,Sushi Seki,Japanese,"'1143 1st Ave New York, NY 10065'",40.761918,-73.960536,548,4.0,2023-02-26 00:32:52.622701
fuNopXJyttOnvIRo5Ht_Zw,Hiramasa,Japanese,"'1312 Madison Ave New York, NY 10128'",40.78526,-73.95579,11,4.5,2023-02-26 00:32:52.622711
xrZWbxETIF8qj6h4uvhJrQ,J-Spec Wagyu Dining,Japanese,"'239 E 5th St New York, NY 10003'",40.727067,-73.98928,138,4.0,2023-02-26 00:32:52.622721
PTYUAAJbEmvIv4EsyRrcnA,Momoya,Japanese,"'427 Amsterdam Ave New York, NY 10024'",40.784043,-73.977391,544,4.0,2023-02-26 00:32:52.622732
4Jp0wdJXLpmgCwWv6o6YEQ,Torishin,Japanese,"'362 W 53rd St New York, NY 10019'",40.76496,-73.98721,356,4.0,2023-02-26 00:32:52.622742
7EaiwMVaNdQibSs0yYkE5Q,Sushi Yasuda,Japanese,"'204 E 43rd St New York, NY 10017'",40.75113,-73.97347,2249,4.0,2023-02-26 00:32:52.622752
mm8gYHxaLLRyv3CslY40TA,Suzuki Shokudo,Japanese,"'38-01 31st St Long Island City, NY 11101'",40.75353,-73.93184,189,4.5,2023-02-26 00:32:52.622762
8tcFpd0dcmfzbLgbTO4tdw,Sen Sakana,Japanese,"'28 W 44th St New York, NY 10036'",40.75522571524429,-73.98163,322,4.0,2023-02-26 00:32:52.622773
0eLtFI6MeEYM2rlMtcjRaQ,E.A.K. RAMEN and IZAKAYA by MACHIDA SHOTEN Hell’s Kitchen,Japanese,"'360 W 46th St New York, NY 10036'",40.76055191347044,-73.99018342883555,241,4.0,2023-02-26 00:32:52.622785
pqqhHTz_ZpApsaWGa_zMTA,Douska,Japanese,"'63 Delancey St New York, NY 10002'",40.7191369,-73.9908998,192,4.5,2023-02-26 00:32:52.622800
oB2cpcZNyjDklNqZN0n8hg,Sushi Ishikawa,Japanese,"'419 E 74th St New York, NY 10021'",40.768783,-73.9538981,323,4.5,2023-02-26 00:32:52.622811
JXhs2xAn5wgzf_mnWewkxQ,Kono,Japanese,"'46 Bowery New York, NY 10013'",40.71568,-73.99664,22,4.5,2023-02-26 00:32:52.622822
6FZf17rNThWKoF4EU18wnw,Yakiniku Futago,Japanese,"'37 W 17th St New York, NY 10011'",40.738851870947,-73.9941236398979,446,4.0,2023-02-26 00:32:52.622833
56PeolgNURAG4x6q7nanmw,Odo,Japanese,"'17 W 20th St New York, NY 10011'",40.74032,-73.99223,51,4.5,2023-02-26 00:32:52.622844
oTkzgr7hzOAdlP99Auj3GQ,Momosan Ramen & Sake - New York,Japanese,"'342 Lexington Ave New York, NY 10016'",40.74993,-73.97746,1797,4.0,2023-02-26 00:32:52.622853
l5ljyjseOlWnvIVEXx0LxA,TomoTomo,Japanese,"'152 W 52nd St Ste 109 New York, NY 10019'",40.76182,-73.981741,51,4.5,2023-02-26 00:32:52.622865
FXimZKjpMjbDR20M2ruhvg,Sapps,Japanese,"'27-26 Jackson Ave Long Island City, NY 11101'",40.74762,-73.94008,272,4.0,2023-02-26 00:32:52.622875
Pr-q47vsmM4aoc2t_Sfk8w,Momofuku Noodle Bar - Uptown,Japanese,"'10 Columbus Cir Third Floor New York, NY 10019'",40.76802583631109,-73.9829243,515,4.0,2023-02-26 00:32:52.622886
vX0_qcuVXoeeH1_24I8lSA,Sushi Kaito,Japanese,"'244 W 72nd St New York, NY 10023'",40.779199,-73.983662,203,4.5,2023-02-26 00:32:52.622897
qEe7nIhPfEL6L0-VYhWRrA,Raku,Japanese,"'48 Macdougal St New York, NY 10012'",40.72728,-74.00252,812,4.5,2023-02-26 00:32:52.622907
DNSFvZtdsqkaidmFSpm-Jw,Soba Noodle Azuma,Japanese,"'251 W 55th St New York, NY 10019'",40.76526,-73.9832,378,4.0,2023-02-26 00:32:53.621275
